source,target,index,stage,hus1b,slc22a1,loc100132354,slc22a16,abca12,c10orf41,c4orf6,c9orf129,cd1c,trim36,afap1l1,c6orf176,cabyr,ccdc146,ces8
TCGA-AK-3460-01,TCGA-B8-4622-01,6,positive,3,3,1,3,3,1,3,3,3,3,1,1,1,3,3
TCGA-AK-3460-01,TCGA-B8-4622-01,7,positive,4,4,0,4,4,0,4,4,4,4,0,1,0,4,4
TCGA-AK-3460-01,TCGA-B8-4622-01,8,positive,4,4,0,4,4,0,4,4,4,4,0,0,0,4,4
TCGA-AK-3460-01,TCGA-B8-4622-01,9,positive,4,4,0,4,4,0,4,4,4,4,0,0,0,4,4
TCGA-AK-3460-01,TCGA-CJ-5683-01,0,negative,4,0,0,0,4,4,4,0,0,0,4,4,0,0,4
TCGA-AK-3460-01,TCGA-CJ-5683-01,1,negative,4,0,0,0,4,4,4,0,0,0,4,4,0,0,4
TCGA-AK-3460-01,TCGA-CJ-5683-01,2,negative,4,0,0,0,4,4,3,0,0,1,4,4,0,0,4
TCGA-AK-3460-01,TCGA-CJ-5683-01,3,negative,3,1,1,1,3,3,3,1,1,1,3,3,1,1,3
TCGA-AK-3460-01,TCGA-CJ-5683-01,4,negative,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
TCGA-AK-3460-01,TCGA-CJ-5683-01,5,negative,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2
TCGA-AK-3460-01,TCGA-CJ-5683-01,6,negative,1,4,3,3,1,1,2,3,3,2,1,1,3,3,1
TCGA-AK-3460-01,TCGA-CJ-5683-01,7,negative,0,4,4,3,0,0,1,4,4,3,0,1,4,4,0
TCGA-AK-3460-01,TCGA-CJ-5683-01,8,negative,0,4,4,4,0,0,0,4,4,4,0,0,4,4,0
TCGA-AK-3460-01,TCGA-CJ-5683-01,9,negative,0,4,4,4,0,0,0,4,4,4,0,0,4,4,0
TCGA-AK-3460-01,TCGA-CW-5581-01,0,negative,4,0,4,4,4,4,4,0,4,4,4,4,0,4,4
TCGA-AK-3460-01,TCGA-CW-5581-01,1,negative,4,0,4,4,4,4,4,0,4,4,4,4,0,4,4
TCGA-AK-3460-01,TCGA-CW-5581-01,2,negative,4,0,4,4,4,4,4,0,4,4,4,4,0,3,4
TCGA-AK-3460-01,TCGA-CW-5581-01,3,negative,3,1,3,3,3,3,3,1,3,3,3,3,1,3,3
TCGA-AK-3460-01,TCGA-CW-5581-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
TCGA-AK-3460-01,TCGA-CW-5581-01,5,negative,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2
TCGA-AK-3460-01,TCGA-CW-5581-01,6,negative,1,3,1,1,1,1,1,3,1,1,1,1,3,2,1
TCGA-AK-3460-01,TCGA-CW-5581-01,7,negative,1,3,0,0,0,0,0,4,1,0,0,0,4,1,0
TCGA-AK-3460-01,TCGA-CW-5581-01,8,negative,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0
TCGA-AK-3460-01,TCGA-CW-5581-01,9,negative,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0
TCGA-AK-3461-01,TCGA-BP-4803-01,0,positive,4,0,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-AK-3461-01,TCGA-BP-4803-01,1,positive,4,0,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-AK-3461-01,TCGA-BP-4803-01,2,positive,3,1,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-AK-3461-01,TCGA-BP-4803-01,3,positive,3,1,1,1,3,3,1,1,1,1,3,1,3,3,3
TCGA-AK-3461-01,TCGA-BP-4803-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-AK-3461-01,TCGA-BP-4803-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-AK-3461-01,TCGA-BP-4803-01,6,positive,1,3,3,3,1,1,3,3,3,3,1,3,1,1,1
TCGA-AK-3461-01,TCGA-BP-4803-01,7,positive,0,3,4,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-AK-3461-01,TCGA-BP-4803-01,8,positive,0,4,4,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-AK-3461-01,TCGA-BP-4803-01,9,positive,0,4,4,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-AK-3465-01,TCGA-CJ-4870-01,0,positive,0,0,4,0,4,0,4,4,0,4,0,0,4,0,4
TCGA-AK-3465-01,TCGA-CJ-4870-01,1,positive,0,0,4,0,4,0,4,4,0,4,0,0,4,0,4
TCGA-AK-3465-01,TCGA-CJ-4870-01,2,positive,0,0,4,0,3,0,4,4,0,4,1,1,4,0,4
TCGA-AK-3465-01,TCGA-CJ-4870-01,3,positive,1,1,3,1,3,1,4,3,1,3,1,1,3,1,3
TCGA-AK-3465-01,TCGA-CJ-4870-01,4,positive,2,2,2,2,2,1,3,2,2,2,1,2,2,2,2
TCGA-AK-3465-01,TCGA-CJ-4870-01,5,positive,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
TCGA-AK-3465-01,TCGA-CJ-4870-01,6,positive,3,3,1,3,1,3,1,1,3,1,3,3,1,3,1
TCGA-AK-3465-01,TCGA-CJ-4870-01,7,positive,4,4,0,4,1,4,0,0,3,0,3,3,1,4,0
TCGA-AK-3465-01,TCGA-CJ-4870-01,8,positive,4,4,0,4,0,4,0,0,4,0,4,4,0,4,0
TCGA-AK-3465-01,TCGA-CJ-4870-01,9,positive,4,4,0,4,0,4,0,0,4,0,4,4,0,4,0
TCGA-AS-3777-01,TCGA-A3-3328-01,0,negative,4,4,4,0,0,4,4,1,4,0,4,4,0,0,0
TCGA-AS-3777-01,TCGA-A3-3328-01,1,negative,4,4,4,0,0,4,4,1,4,0,4,4,0,0,0
TCGA-AS-3777-01,TCGA-A3-3328-01,2,negative,4,4,4,0,0,4,3,1,4,0,4,4,0,0,0
TCGA-AS-3777-01,TCGA-A3-3328-01,3,negative,3,3,3,1,1,3,3,1,3,1,3,3,1,1,1
TCGA-AS-3777-01,TCGA-A3-3328-01,4,negative,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2
TCGA-AS-3777-01,TCGA-A3-3328-01,5,negative,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2
TCGA-AS-3777-01,TCGA-A3-3328-01,6,negative,1,1,1,3,3,1,2,2,1,4,1,1,3,3,3
TCGA-AS-3777-01,TCGA-A3-3328-01,7,negative,0,0,1,4,4,0,1,2,0,4,0,0,3,3,4
TCGA-AS-3777-01,TCGA-A3-3328-01,8,negative,0,0,0,4,4,0,0,3,0,4,0,0,4,4,4
TCGA-AS-3777-01,TCGA-A3-3328-01,9,negative,0,0,0,4,4,0,0,4,0,3,0,0,4,4,4
TCGA-AS-3777-01,TCGA-BP-4985-01,0,positive,4,0,4,4,4,4,0,0,0,1,0,0,0,4,4
TCGA-AS-3777-01,TCGA-BP-4985-01,1,positive,4,0,4,4,4,4,0,0,0,0,0,0,0,4,4
TCGA-AS-3777-01,TCGA-BP-4985-01,2,positive,4,1,4,4,3,4,0,0,0,0,0,0,1,4,3
TCGA-AS-3777-01,TCGA-BP-4985-01,3,positive,3,1,3,3,3,3,1,1,1,0,1,1,2,3,3
TCGA-AS-3777-01,TCGA-BP-4985-01,4,positive,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2
TCGA-AS-3777-01,TCGA-BP-4985-01,5,positive,2,2,2,0,1,2,3,2,3,1,2,3,3,2,2
TCGA-AS-3777-01,TCGA-BP-4985-01,6,positive,1,3,1,0,1,1,3,3,3,2,3,3,3,1,1
TCGA-AS-3777-01,TCGA-BP-4985-01,7,positive,0,4,0,0,1,0,4,4,4,3,4,4,3,0,0
TCGA-AS-3777-01,TCGA-BP-4985-01,8,positive,0,4,0,1,0,0,4,4,4,4,4,4,4,0,0
TCGA-AS-3777-01,TCGA-BP-4985-01,9,positive,0,4,0,1,0,0,4,4,4,4,4,4,4,0,0
TCGA-AS-3777-01,TCGA-CZ-4858-01,0,negative,4,4,4,4,0,4,4,0,0,4,0,4,0,4,4
TCGA-AS-3777-01,TCGA-CZ-4858-01,1,negative,4,4,4,4,0,4,4,0,0,4,0,4,0,4,4
TCGA-AS-3777-01,TCGA-CZ-4858-01,2,negative,4,3,4,4,0,4,4,0,0,3,1,4,0,4,4
TCGA-AS-3777-01,TCGA-CZ-4858-01,3,negative,3,3,3,3,1,3,3,1,1,3,1,3,1,3,3
TCGA-AS-3777-01,TCGA-CZ-4858-01,4,negative,2,1,3,3,2,2,3,2,2,3,1,2,2,2,2
TCGA-AS-3777-01,TCGA-CZ-4858-01,5,negative,2,1,2,2,3,1,2,2,3,2,2,2,2,2,2
TCGA-AS-3777-01,TCGA-CZ-4858-01,6,negative,1,0,1,1,3,1,1,3,4,1,3,1,3,1,1
TCGA-AS-3777-01,TCGA-CZ-4858-01,7,negative,1,0,1,0,4,0,0,4,4,1,4,0,4,0,0
TCGA-AS-3777-01,TCGA-CZ-4858-01,8,negative,0,1,0,0,4,0,0,4,3,0,4,0,4,0,0
TCGA-AS-3777-01,TCGA-CZ-4858-01,9,negative,0,1,0,0,4,0,0,4,3,0,4,0,4,0,0
TCGA-AS-3778-01,TCGA-BP-4803-01,0,positive,4,0,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-AS-3778-01,TCGA-BP-4803-01,1,positive,4,0,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-AS-3778-01,TCGA-BP-4803-01,2,positive,3,2,0,0,3,4,1,0,0,0,2,1,4,4,4
TCGA-AS-3778-01,TCGA-BP-4803-01,3,positive,3,2,1,1,3,3,1,1,1,1,1,1,3,3,3
TCGA-AS-3778-01,TCGA-BP-4803-01,4,positive,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
TCGA-AS-3778-01,TCGA-BP-4803-01,5,positive,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2
TCGA-AS-3778-01,TCGA-BP-4803-01,6,positive,1,3,3,3,1,1,3,3,3,3,1,3,1,1,1
TCGA-AS-3778-01,TCGA-BP-4803-01,7,positive,0,3,4,4,0,0,4,4,4,4,1,4,0,0,0
TCGA-AS-3778-01,TCGA-BP-4803-01,8,positive,0,4,4,4,0,0,4,4,4,4,1,4,0,0,0
TCGA-AS-3778-01,TCGA-BP-4803-01,9,positive,0,4,4,4,0,0,4,4,4,4,1,4,0,0,0
TCGA-AS-3778-01,TCGA-BP-4982-01,0,negative,4,0,0,0,4,4,4,0,0,0,0,0,4,4,4
TCGA-AS-3778-01,TCGA-BP-4982-01,1,negative,4,0,0,0,4,4,4,0,0,0,0,0,4,4,4
TCGA-AS-3778-01,TCGA-BP-4982-01,2,negative,4,0,0,0,4,4,4,0,0,0,0,0,4,4,4
TCGA-AS-3778-01,TCGA-BP-4982-01,3,negative,3,1,1,1,3,3,3,1,1,1,1,1,3,3,3
TCGA-AS-3778-01,TCGA-BP-4982-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-AS-3778-01,TCGA-BP-4982-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-AS-3778-01,TCGA-BP-4982-01,6,negative,1,3,3,3,1,1,1,3,3,3,3,3,1,1,1
TCGA-AS-3778-01,TCGA-BP-4982-01,7,negative,0,4,4,4,0,0,0,4,4,4,4,4,0,0,0
TCGA-AS-3778-01,TCGA-BP-4982-01,8,negative,0,4,4,4,0,0,0,4,4,4,4,4,0,0,0
TCGA-AS-3778-01,TCGA-BP-4982-01,9,negative,0,4,4,4,0,0,0,4,4,4,4,4,0,0,0
TCGA-AS-3778-01,TCGA-CJ-4876-01,0,negative,4,4,0,0,0,4,0,0,4,0,4,4,0,4,0
TCGA-AS-3778-01,TCGA-CJ-4876-01,1,negative,4,4,0,0,0,4,0,0,4,0,4,4,0,4,0
TCGA-AS-3778-01,TCGA-CJ-4876-01,2,negative,4,4,0,0,0,4,0,0,4,0,4,4,0,4,0
TCGA-AS-3778-01,TCGA-CJ-4876-01,3,negative,3,3,1,1,1,3,1,1,3,1,3,3,1,3,1
TCGA-AS-3778-01,TCGA-CJ-4876-01,4,negative,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
TCGA-AS-3778-01,TCGA-CJ-4876-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-AS-3778-01,TCGA-CJ-4876-01,6,negative,1,1,3,3,3,1,3,3,1,3,1,1,3,1,3
TCGA-AS-3778-01,TCGA-CJ-4876-01,7,negative,0,0,4,4,4,0,4,4,0,4,0,0,4,0,4
TCGA-AS-3778-01,TCGA-CJ-4876-01,8,negative,0,0,4,4,4,0,4,4,0,4,0,0,4,0,4
TCGA-AS-3778-01,TCGA-CJ-4876-01,9,negative,0,0,4,4,4,0,4,4,0,4,0,0,4,0,4
TCGA-AS-3778-01,TCGA-CJ-5683-01,0,negative,4,4,0,0,4,4,0,0,0,0,4,4,0,4,4
TCGA-AS-3778-01,TCGA-CJ-5683-01,1,negative,4,4,0,0,4,4,0,0,0,0,4,4,0,4,4
TCGA-AS-3778-01,TCGA-CJ-5683-01,2,negative,4,4,0,0,4,4,0,0,0,0,4,3,0,3,4
TCGA-AS-3778-01,TCGA-CJ-5683-01,3,negative,3,3,1,1,3,3,1,1,1,1,3,3,1,3,3
TCGA-AS-3778-01,TCGA-CJ-5683-01,4,negative,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2
TCGA-AS-3778-01,TCGA-CJ-5683-01,5,negative,2,2,2,2,2,2,3,2,3,2,2,3,2,2,1
TCGA-AS-3778-01,TCGA-CJ-5683-01,6,negative,1,1,3,3,1,1,3,3,3,3,1,2,3,1,1
TCGA-AS-3778-01,TCGA-CJ-5683-01,7,negative,0,0,4,4,0,0,4,4,4,3,0,1,3,1,0
TCGA-AS-3778-01,TCGA-CJ-5683-01,8,negative,0,0,4,4,0,0,4,4,4,4,0,0,4,0,0
TCGA-AS-3778-01,TCGA-CJ-5683-01,9,negative,0,0,4,4,0,0,4,4,4,4,0,0,4,0,0
TCGA-B0-4816-01,TCGA-A3-3343-01,0,negative,0,0,4,0,0,0,0,4,4,4,4,4,0,0,0
TCGA-B0-4816-01,TCGA-A3-3343-01,1,negative,0,0,4,0,0,0,0,4,4,4,4,4,0,0,0
TCGA-B0-4816-01,TCGA-A3-3343-01,2,negative,0,0,4,0,0,0,0,4,4,4,4,4,0,0,0
TCGA-B0-4816-01,TCGA-A3-3343-01,3,negative,1,1,3,1,1,1,1,3,3,3,3,3,1,1,1
TCGA-B0-4816-01,TCGA-A3-3343-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4816-01,TCGA-A3-3343-01,5,negative,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2
TCGA-B0-4816-01,TCGA-A3-3343-01,6,negative,3,3,1,3,3,3,3,1,1,1,1,1,3,3,3
TCGA-B0-4816-01,TCGA-A3-3343-01,7,negative,4,4,0,4,4,4,4,0,0,0,0,0,4,4,4
TCGA-B0-4816-01,TCGA-A3-3343-01,8,negative,4,4,0,4,4,4,4,0,0,0,0,0,4,4,4
TCGA-B0-4816-01,TCGA-A3-3343-01,9,negative,4,4,0,4,4,4,4,0,0,0,0,0,4,4,4
TCGA-B0-4816-01,TCGA-BP-4959-01,0,negative,4,0,4,0,4,4,0,0,4,0,4,4,0,4,3
TCGA-B0-4816-01,TCGA-BP-4959-01,1,negative,4,0,4,0,4,4,0,2,4,0,4,4,0,4,4
TCGA-B0-4816-01,TCGA-BP-4959-01,2,negative,4,0,4,0,4,4,0,4,4,1,4,3,0,4,4
TCGA-B0-4816-01,TCGA-BP-4959-01,3,negative,3,1,3,1,3,3,1,4,3,1,3,3,1,3,4
TCGA-B0-4816-01,TCGA-BP-4959-01,4,negative,2,2,2,2,2,3,1,4,2,2,2,2,2,2,3
TCGA-B0-4816-01,TCGA-BP-4959-01,5,negative,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2
TCGA-B0-4816-01,TCGA-BP-4959-01,6,negative,1,3,1,3,1,1,3,2,1,3,1,1,3,1,1
TCGA-B0-4816-01,TCGA-BP-4959-01,7,negative,0,4,0,4,0,0,4,1,0,3,0,0,4,0,0
TCGA-B0-4816-01,TCGA-BP-4959-01,8,negative,0,4,0,4,0,0,4,1,0,4,0,0,4,0,0
TCGA-B0-4816-01,TCGA-BP-4959-01,9,negative,0,4,0,4,0,0,4,0,0,4,0,0,4,0,0
TCGA-B0-4816-01,TCGA-CZ-5462-01,0,positive,4,4,0,4,0,0,0,0,4,4,4,4,4,4,0
TCGA-B0-4816-01,TCGA-CZ-5462-01,1,positive,4,4,0,4,0,0,0,0,4,4,4,4,4,4,0
TCGA-B0-4816-01,TCGA-CZ-5462-01,2,positive,3,4,0,4,0,1,0,0,4,3,3,4,4,4,1
TCGA-B0-4816-01,TCGA-CZ-5462-01,3,positive,3,3,1,3,1,1,1,1,3,3,3,3,3,3,1
TCGA-B0-4816-01,TCGA-CZ-5462-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4816-01,TCGA-CZ-5462-01,5,positive,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3
TCGA-B0-4816-01,TCGA-CZ-5462-01,6,positive,1,1,3,1,3,3,3,3,1,1,1,1,1,1,3
TCGA-B0-4816-01,TCGA-CZ-5462-01,7,positive,0,0,4,0,4,3,4,4,0,1,0,0,0,0,3
TCGA-B0-4816-01,TCGA-CZ-5462-01,8,positive,0,0,4,0,4,4,4,4,0,0,0,0,0,0,4
TCGA-B0-4816-01,TCGA-CZ-5462-01,9,positive,1,0,4,0,4,4,4,4,0,0,0,0,0,0,4
TCGA-B0-4816-01,TCGA-CZ-5986-01,0,negative,4,4,4,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-B0-4816-01,TCGA-CZ-5986-01,1,negative,4,4,4,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-B0-4816-01,TCGA-CZ-5986-01,2,negative,4,4,4,0,4,4,1,0,0,1,4,0,4,4,4
TCGA-B0-4816-01,TCGA-CZ-5986-01,3,negative,3,3,3,1,3,3,1,1,1,1,3,1,3,3,3
TCGA-B0-4816-01,TCGA-CZ-5986-01,4,negative,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2
TCGA-B0-4816-01,TCGA-CZ-5986-01,5,negative,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2
TCGA-B0-4816-01,TCGA-CZ-5986-01,6,negative,1,1,1,3,1,1,3,3,3,3,1,3,1,1,1
TCGA-B0-4816-01,TCGA-CZ-5986-01,7,negative,0,1,0,3,0,0,4,4,4,3,0,4,0,1,0
TCGA-B0-4816-01,TCGA-CZ-5986-01,8,negative,0,0,0,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-B0-4816-01,TCGA-CZ-5986-01,9,negative,0,0,0,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-B0-4818-01,TCGA-B8-4154-01,0,negative,0,4,4,4,0,0,0,0,4,4,4,0,0,4,4
TCGA-B0-4818-01,TCGA-B8-4154-01,1,negative,0,4,4,4,0,0,0,0,4,4,4,0,0,4,4
TCGA-B0-4818-01,TCGA-B8-4154-01,2,negative,0,3,4,4,0,0,1,0,4,4,4,0,0,4,4
TCGA-B0-4818-01,TCGA-B8-4154-01,3,negative,1,2,3,3,1,1,1,1,3,3,3,1,1,3,3
TCGA-B0-4818-01,TCGA-B8-4154-01,4,negative,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2
TCGA-B0-4818-01,TCGA-B8-4154-01,5,negative,3,0,2,2,2,3,2,3,2,2,2,2,2,2,2
TCGA-B0-4818-01,TCGA-B8-4154-01,6,negative,3,0,1,1,3,3,2,3,1,1,1,3,3,1,1
TCGA-B0-4818-01,TCGA-B8-4154-01,7,negative,4,0,0,0,4,4,3,4,0,1,0,3,3,1,1
TCGA-B0-4818-01,TCGA-B8-4154-01,8,negative,4,2,0,0,4,4,4,4,0,0,0,4,4,0,0
TCGA-B0-4818-01,TCGA-B8-4154-01,9,negative,4,4,0,0,4,4,4,4,0,0,0,4,4,0,0
TCGA-B0-4818-01,TCGA-CJ-4634-01,0,negative,0,0,2,0,4,4,4,4,0,4,0,0,4,0,4
TCGA-B0-4818-01,TCGA-CJ-4634-01,1,negative,0,0,2,0,4,4,4,4,0,4,0,0,4,0,4
TCGA-B0-4818-01,TCGA-CJ-4634-01,2,negative,1,0,1,0,4,4,3,3,0,3,0,0,4,0,4
TCGA-B0-4818-01,TCGA-CJ-4634-01,3,negative,1,1,1,1,3,3,3,3,1,3,1,1,3,1,3
TCGA-B0-4818-01,TCGA-CJ-4634-01,4,negative,1,2,0,2,3,2,3,2,2,2,1,2,2,2,2
TCGA-B0-4818-01,TCGA-CJ-4634-01,5,negative,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1
TCGA-B0-4818-01,TCGA-CJ-4634-01,6,negative,3,3,1,3,1,1,1,1,3,1,3,3,1,3,1
TCGA-B0-4818-01,TCGA-CJ-4634-01,7,negative,3,4,3,4,0,0,1,0,4,0,3,4,0,4,0
TCGA-B0-4818-01,TCGA-CJ-4634-01,8,negative,4,4,4,4,0,0,0,0,4,0,4,4,0,4,0
TCGA-B0-4818-01,TCGA-CJ-4634-01,9,negative,4,4,4,4,0,0,0,0,4,0,4,4,0,4,0
TCGA-B0-4822-01,TCGA-BP-4961-01,0,negative,4,4,4,0,4,4,4,4,0,0,0,4,0,0,4
TCGA-B0-4822-01,TCGA-BP-4961-01,1,negative,4,4,4,0,4,4,4,4,0,0,0,4,0,0,4
TCGA-B0-4822-01,TCGA-BP-4961-01,2,negative,4,3,4,0,4,4,3,4,0,1,0,4,0,0,4
TCGA-B0-4822-01,TCGA-BP-4961-01,3,negative,3,2,3,1,3,3,3,3,1,1,1,3,1,1,3
TCGA-B0-4822-01,TCGA-BP-4961-01,4,negative,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3
TCGA-B0-4822-01,TCGA-BP-4961-01,5,negative,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4822-01,TCGA-BP-4961-01,6,negative,1,1,1,3,1,1,1,1,3,3,3,1,3,3,1
TCGA-B0-4822-01,TCGA-BP-4961-01,7,negative,0,1,0,4,0,0,0,0,4,4,4,0,4,4,0
TCGA-B0-4822-01,TCGA-BP-4961-01,8,negative,0,0,0,4,0,0,0,0,4,4,4,0,4,4,0
TCGA-B0-4822-01,TCGA-BP-4961-01,9,negative,0,0,0,4,0,0,0,0,4,4,4,0,4,4,0
TCGA-B0-4822-01,TCGA-CJ-4888-01,0,positive,0,0,4,0,0,4,4,0,0,0,4,0,0,4,4
TCGA-B0-4822-01,TCGA-CJ-4888-01,1,positive,0,0,4,0,0,4,4,0,0,0,4,0,0,4,4
TCGA-B0-4822-01,TCGA-CJ-4888-01,2,positive,0,0,4,0,0,4,3,0,0,0,4,0,0,4,4
TCGA-B0-4822-01,TCGA-CJ-4888-01,3,positive,1,1,3,1,1,3,3,1,1,1,3,1,1,3,3
TCGA-B0-4822-01,TCGA-CJ-4888-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4822-01,TCGA-CJ-4888-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4822-01,TCGA-CJ-4888-01,6,positive,3,3,1,3,3,1,1,3,3,3,1,3,3,1,1
TCGA-B0-4822-01,TCGA-CJ-4888-01,7,positive,3,4,0,4,4,0,1,4,4,4,0,4,4,0,0
TCGA-B0-4822-01,TCGA-CJ-4888-01,8,positive,4,4,0,4,4,0,0,4,4,4,0,4,4,0,0
TCGA-B0-4822-01,TCGA-CJ-4888-01,9,positive,4,4,0,4,4,0,0,4,4,4,0,4,4,0,0
TCGA-B0-4823-01,TCGA-B0-5711-01,0,positive,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0
TCGA-B0-4823-01,TCGA-B0-5711-01,1,positive,0,0,0,0,0,4,0,0,1,0,4,0,4,0,0
TCGA-B0-4823-01,TCGA-B0-5711-01,2,positive,0,1,0,0,0,4,0,0,2,0,3,0,4,0,0
TCGA-B0-4823-01,TCGA-B0-5711-01,3,positive,1,1,1,1,1,3,1,1,3,1,3,1,3,1,1
TCGA-B0-4823-01,TCGA-B0-5711-01,4,positive,2,2,2,1,2,2,2,2,4,1,2,2,2,2,1
TCGA-B0-4823-01,TCGA-B0-5711-01,5,positive,2,2,2,2,2,1,2,2,4,2,2,3,2,3,2
TCGA-B0-4823-01,TCGA-B0-5711-01,6,positive,3,3,3,3,3,1,3,3,3,3,1,3,1,3,3
TCGA-B0-4823-01,TCGA-B0-5711-01,7,positive,4,3,4,4,4,1,3,4,2,4,0,4,0,4,4
TCGA-B0-4823-01,TCGA-B0-5711-01,8,positive,4,4,4,4,4,0,4,4,0,4,0,4,0,4,4
TCGA-B0-4823-01,TCGA-B0-5711-01,9,positive,4,4,4,4,4,0,4,4,0,4,0,4,0,4,4
TCGA-B0-4824-01,TCGA-CJ-6033-01,0,positive,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4
TCGA-B0-4824-01,TCGA-CJ-6033-01,1,positive,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4
TCGA-B0-4824-01,TCGA-CJ-6033-01,2,positive,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4
TCGA-B0-4824-01,TCGA-CJ-6033-01,3,positive,1,1,3,3,1,1,1,1,1,1,1,1,1,3,3
TCGA-B0-4824-01,TCGA-CJ-6033-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4824-01,TCGA-CJ-6033-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4824-01,TCGA-CJ-6033-01,6,positive,3,3,1,1,3,3,3,3,3,3,3,3,3,1,1
TCGA-B0-4824-01,TCGA-CJ-6033-01,7,positive,4,4,0,0,4,4,4,4,4,4,4,4,4,0,0
TCGA-B0-4824-01,TCGA-CJ-6033-01,8,positive,4,4,0,0,4,4,4,4,4,4,4,4,4,0,0
TCGA-B0-4824-01,TCGA-CJ-6033-01,9,positive,4,4,0,0,4,4,4,4,4,4,4,4,4,0,0
TCGA-B0-4833-01,TCGA-B0-5713-01,0,positive,4,4,4,0,4,4,4,0,0,0,0,4,0,0,4
TCGA-B0-4833-01,TCGA-B0-5713-01,1,positive,4,4,4,0,4,4,4,0,0,0,0,4,0,0,4
TCGA-B0-4833-01,TCGA-B0-5713-01,2,positive,4,4,4,0,4,4,4,0,0,0,0,4,0,0,4
TCGA-B0-4833-01,TCGA-B0-5713-01,3,positive,3,3,3,1,3,3,3,1,1,1,1,3,1,1,3
TCGA-B0-4833-01,TCGA-B0-5713-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4833-01,TCGA-B0-5713-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B0-4833-01,TCGA-B0-5713-01,6,positive,1,1,1,3,1,1,1,3,3,3,3,1,3,3,1
TCGA-B0-4833-01,TCGA-B0-5713-01,7,positive,0,0,0,4,0,0,0,4,4,4,4,0,4,4,0
TCGA-B0-4833-01,TCGA-B0-5713-01,8,positive,0,0,0,4,0,0,0,4,4,4,4,0,4,4,0
TCGA-B0-4833-01,TCGA-B0-5713-01,9,positive,0,0,0,4,0,0,0,4,4,4,4,0,4,4,0
TCGA-B0-4833-01,TCGA-BP-4774-01,0,negative,4,0,4,0,4,4,4,4,0,0,0,3,0,0,0
TCGA-B0-4833-01,TCGA-BP-4774-01,1,negative,4,0,4,0,4,4,4,4,0,0,0,2,0,0,0
